,조회연도,기업명,안정성유동비율,자기자본구성비율,부채비율,매출액순이익율,자기자본순이익율,매출액영업이익율,총자산순이익율,총자산회전율,자기자본회전율,총수지비율,경상수지비율,영업수지비율,영업수익,영업비용,영업이익,영업외수익,영업외비용,법인세차감전이익,법인세등,당기순이익,지자체,수도권여부,지역,설립기관,운영구분,공기업유형
149,2011,양평군하수도,478.73,99.73,0.27,-528.43,-3.73,-920.67,-3.72,0.01,0.01,48.42,48.27,9.8,2043,20851,-18808,8091,78,-10795,0,-10795,기초,수도권,경기도,경기도 양평군,직영,하수도
152,2014,양평군하수도,84994.4,100,0,-347.01,-3.27,-832.71,-3.27,0.01,0.01,62.8,62.8,10.72,3039,28347,-25308,14762,1,-10547,0,-10547,기초,수도권,경기도,경기도 양평군,직영,하수도
154,2016,양평군하수도,22306.49,99.98,0.02,-486.12,-5.18,-874.86,-5.17,0.01,0.01,51.52,51.52,10.26,3532,34433,-30901,14712,981,-17170,0,-17170,기초,수도권,경기도,경기도 양평군,직영,하수도
155,2017,양평군하수도,14604.7,99.96,0.04,-324.9,-4.2,-715.78,-4.2,0.01,0.01,60.18,60.18,12.26,4267,34807,-30540,16682,4,-13862,0,-13862,기초,수도권,경기도,경기도 양평군,직영,하수도
156,2018,양평군하수도,48799.6,99.98,0.02,-298.1,-4.62,-618.76,-4.62,0.02,0.02,58.66,58.66,13.91,5153,37039,-31886,16651,129,-15364,0,-15364,기초,수도권,경기도,경기도 양평군,직영,하수도
157,2019,양평군하수도,41052.03,99.95,0.05,-269.89,-4.51,-537.61,-4.5,0.02,0.02,58.26,58.26,15.68,5629,35889,-30260,15574,505,-15191,0,-15191,기초,수도권,경기도,경기도 양평군,직영,하수도
158,2020,양평군하수도,43384.33,99.97,0.03,-220.64,-3.65,-635.35,-3.65,0.02,0.02,70.57,70.57,13.6,5734,42168,-36434,24609,827,-12652,0,-12652,기초,수도권,경기도,경기도 양평군,직영,하수도
159,2011,천안시시설관리공단,27117.29,99.65,0.35,0,0,0,0,0,0,0.1,0.1,0,0,167,-167,0,0,-167,0,-167,기초,비수도권,충청남도,충청남도 천안시,간접,지방공단
160,2012,천안시시설관리공단,1324.18,66.32,50.78,0,0,0,0,7.89,10.84,100,100,100,10838,10838,0,0,0,0,0,0,기초,비수도권,충청남도,충청남도 천안시,간접,지방공단
161,2013,천안시시설관리공단,3583.54,97.21,2.87,0,0,0,0,8.76,11.12,100,100,100,11116,11116,0,0,0,0,0,0,기초,비수도권,충청남도,충청남도 천안시,간접,지방공단
162,2014,천안시시설관리공단,1125,91.11,9.76,0,0,0,0,11.27,11.98,100,100,100,11976,11976,0,0,0,0,0,0,기초,비수도권,충청남도,충청남도 천안시,간접,지방공단
163,2015,천안시시설관리공단,2327,95.7,4.49,0,0,0,0,13.25,14.19,100,100,100,14189,14189,0,0,0,0,0,0,기초,비수도권,충청남도,충청남도 천안시,간접,지방공단
164,2016,천안시시설관리공단,1504.22,93.35,7.12,0,0,0,0,16.88,17.86,100,100,100,17861,17861,0,0,0,0,0,0,기초,비수도권,충청남도,충청남도 천안시,간접,지방공단
165,2017,천안시시설관리공단,172.69,42.11,137.45,0,0,0,0,20.69,12.01,100,100,100,20692,20692,0,0,0,0,0,0,기초,비수도권,충청남도,충청남도 천안시,간접,지방공단
166,2018,천안시시설관리공단,148.59,33.35,199.84,0,0,0,0,24.64,9.17,100,100,100,24640,24640,0,0,0,0,0,0,기초,비수도권,충청남도,충청남도 천안시,간접,지방공단
167,2019,천안시시설관리공단,291.53,66.78,49.74,0,0,0,0,30.1,13.39,100,100,100,30099,30099,0,0,0,0,0,0,기초,비수도권,충청남도,충청남도 천안시,간접,지방공단
168,2020,천안시시설관리공단,212.97,54.77,82.57,0,0,0,0,33.11,19.93,100,100,100,33106,33106,0,0,0,0,0,0,기초,비수도권,충청남도,충청남도 천안시,간접,지방공단
169,2011,여주도시관리공단,1011.89,55.81,79.18,0,0,0,0,33.2,4.69,100,100,100,469,469,0,0,0,0,0,0,기초,수도권,경기도,경기도 여주시,간접,지방공단
170,2012,여주도시관리공단,929.2,89.3,11.98,0,0,0,0,9.28,10.39,100,100,100,2199,2199,0,11,11,0,0,0,기초,수도권,경기도,경기도 여주시,간접,지방공단
171,2013,여주도시관리공단,249.78,70.64,41.56,0,0,0,0,11.04,13.97,100,100,100,2794,2794,0,0,0,0,0,0,기초,수도권,경기도,경기도 여주시,간접,지방공단
172,2014,여주도시관리공단,726.1,64.16,55.87,0,0,0,0,12.64,18.8,100,100,100,3759,3759,0,0,0,0,0,0,기초,수도권,경기도,경기도 여주시,간접,지방공단
173,2015,여주도시관리공단,338.89,52.74,89.61,0,0,0,0,12.06,20.32,100,100,100,4080,4080,0,0,0,0,0,0,기초,수도권,경기도,경기도 여주시,간접,지방공단
174,2016,여주도시관리공단,496.21,69.61,43.65,0,0,0,0,17.62,29.38,100,100,100,5876,5876,0,5,5,0,0,0,기초,수도권,경기도,경기도 여주시,간접,지방공단
175,2017,여주도시관리공단,251.68,53.25,87.81,0,0,0,0,24.49,37.03,100,100,100,7465,7465,0,277,277,0,0,0,기초,수도권,경기도,경기도 여주시,간접,지방공단
176,2018,여주도시관리공단,220.12,46.48,115.13,0,0,0,0,19.35,41.63,100,100,100,8327,8327,0,4,4,0,0,0,기초,수도권,경기도,경기도 여주시,간접,지방공단
177,2019,여주도시관리공단,186.24,45.39,120.3,0,0,0,0,20.42,44.46,100,100,100,8892,8892,0,413,413,0,0,0,기초,수도권,경기도,경기도 여주시,간접,지방공단
178,2020,여주도시관리공단,185.03,43.15,131.73,0,0,0,0,22.06,44.46,100,100,100,8916,8916,0,22,22,0,0,0,기초,수도권,경기도,경기도 여주시,간접,지방공단
179,2011,영월군시설관리공단,138.6,39.13,155.6,0,0,0,0,3.78,9.65,100,100,100,965,965,0,0,0,0,0,0,기초,비수도권,강원도,강원도 영월군,간접,지방공단
180,2012,영월군시설관리공단,363.96,72.52,37.88,0,0,0,0,9.83,19.33,100,100,100,1933,1933,0,0,0,0,0,0,기초,비수도권,강원도,강원도 영월군,간접,지방공단
181,2013,영월군시설관리공단,4864.49,97.94,2.1,0,0,0,0,21.81,18.18,100,100,100,2181,2181,0,0,0,0,0,0,기초,비수도권,강원도,강원도 영월군,간접,지방공단
182,2014,영월군시설관리공단,1547.31,93.54,6.91,0,0,0,0,21.72,20.79,100,100,100,2172,2172,0,0,0,0,0,0,기초,비수도권,강원도,강원도 영월군,간접,지방공단
183,2015,영월군시설관리공단,6777.35,98.52,1.5,0,0,0,0,22.52,23.46,100,100,100,2346,2346,0,0,0,0,0,0,기초,비수도권,강원도,강원도 영월군,간접,지방공단
184,2016,영월군시설관리공단,278.57,64.1,56,0,0,0,0,22.54,29.02,100,100,100,2901,2901,0,0,0,0,0,0,기초,비수도권,강원도,강원도 영월군,간접,지방공단
185,2017,영월군시설관리공단,284.28,64.28,54.27,0,0,0,0,20.33,31.54,100,100,100,3154,3154,0,0,0,0,0,0,기초,비수도권,강원도,강원도 영월군,간접,지방공단
186,2018,영월군시설관리공단,107.95,7.36,1257.92,0,0,0,0,4.66,35.21,100,100,100,3521,3521,0,0,0,0,0,0,기초,비수도권,강원도,강원도 영월군,간접,지방공단
187,2019,영월군시설관리공단,268.39,62.74,59.38,0,0,0,0,5.99,45.42,100,100,100,4542,4542,0,0,0,0,0,0,기초,비수도권,강원도,강원도 영월군,간접,지방공단
188,2020,영월군시설관리공단,13.24,18.85,430.37,0,0,0,0,15.61,53.83,100,100,100,5382,5382,0,0,0,0,0,0,기초,비수도권,강원도,강원도 영월군,간접,지방공단
189,2011,계룡시하수도,54.4,54.54,83.34,-774.41,-16.3,-16.3,-8.69,0.01,0.02,12.94,12.94,15.52,955,6153,-5198,144,2339,-7393,0,-7393,기초,비수도권,충청남도,충청남도 계룡시,직영,하수도
190,2012,계룡시하수도,62.71,54.38,83.9,-856.02,-17.86,-17.86,-9.73,0.01,0.02,11.36,11.36,13.63,967,7094,-6127,94,2246,-8279,0,-8279,기초,비수도권,충청남도,충청남도 계룡시,직영,하수도
191,2013,계룡시하수도,37.99,54.24,84.36,-826.11,-20.07,-626.62,-10.9,0.01,0.02,12.05,12.05,13.76,1082,7865,-6783,143,2302,-8942,0,-8942,기초,비수도권,충청남도,충청남도 계룡시,직영,하수도
192,2014,계룡시하수도,10.2,53.46,87.07,-844.36,-20.84,-660.28,-11.22,0.01,0.02,12.26,12.26,13.15,1032,7847,-6815,186,2086,-8715,0,-8715,기초,비수도권,충청남도,충청남도 계룡시,직영,하수도
193,2015,계룡시하수도,71.65,54.89,82.19,-741.41,-19.67,-631.4,-10.66,0.01,0.03,14.17,14.17,13.67,1072,7843,-6771,240,1420,-7951,0,-7951,기초,비수도권,충청남도,충청남도 계룡시,직영,하수도
194,2016,계룡시하수도,31,55,83,-535,-20,-480,-11,0.02,0.04,18,18,17,1486,8620,-7134,309,1120,-7945,0,-7945,기초,비수도권,충청남도,충청남도 계룡시,직영,하수도
195,2017,계룡시하수도,264.63,57.92,72.65,-397.58,-18.72,-355.16,-10.53,0.03,0.05,22.47,22.47,21.97,1843,8386,-6543,280,1062,-7325,0,-7325,기초,비수도권,충청남도,충청남도 계룡시,직영,하수도
196,2018,계룡시하수도,223.49,57.91,72.7,-412.93,-18.8,-388.91,-10.89,0.03,0.05,24.23,24.23,20.45,1780,8703,-6923,571,999,-7351,0,-7351,기초,비수도권,충청남도,충청남도 계룡시,직영,하수도
197,2019,계룡시하수도,193.3,58.63,70.55,-433.15,-19.18,-425.04,-11.18,0.03,0.04,25.62,25.62,19.05,1629,8554,-6925,801,933,-7057,0,-7057,기초,비수도권,충청남도,충청남도 계룡시,직영,하수도
198,2020,계룡시하수도,129.83,61.63,62.26,-485.04,-20.91,-468.52,-12.57,0.03,0.04,21.1,21.1,17.59,1572,8940,-7367,467,727,0,0,-7627,기초,비수도권,충청남도,충청남도 계룡시,직영,하수도
199,2011,의왕도시공사,407.31,95.53,4.68,0,0,0,0,0,0,4.34,4.34,0,0,1647,-1647,71,0,-1576,0,-1576,기초,수도권,경기도,경기도 의왕시,간접,기타공사
200,2012,의왕도시공사,259.4,94.03,6.35,0,0,0,0,1.55,1.47,30.12,23.03,0,540,2343,-1803,166,0,-1637,0,-1637,기초,수도권,경기도,경기도 의왕시,간접,기타공사
201,2013,의왕도시공사,277.94,95.19,5.06,0,0,0,0,1.43,1.51,23.73,23.73,0,686,2552,-1866,216,1247,-2897,0,-2897,기초,수도권,경기도,경기도 의왕시,간접,기타공사
202,2014,의왕도시공사,453.27,93.67,6.76,0,0,0,0,0.4,0.43,30.07,7.71,7.71,183,2376,-2193,639,358,-1912,0,-1912,기초,수도권,경기도,경기도 의왕시,간접,기타공사
203,2015,의왕도시공사,497.73,93.59,6.85,4.27,1.64,8.07,1.53,12.78,13.65,113.13,129.69,129.69,5794,4467,1327,250,876,701,0,701,기초,수도권,경기도,경기도 의왕시,간접,기타공사
204,2016,의왕도시공사,1746.36,97.8,2.16,6.57,3.07,19.07,3,20.19,474.13,116.99,175.01,175.01,9172,5240,3932,157,2734,1355,0,1355,기초,수도권,경기도,경기도 의왕시,간접,기타공사
205,2017,의왕도시공사,1534.41,97.63,2.42,53.47,18.67,12.17,18.22,10.91,11.16,391.81,72.42,72.42,5494,3186,2308,8207,311,10204,68,10136,기초,수도권,경기도,경기도 의왕시,간접,기타공사
206,2018,의왕도시공사,891.94,96.52,3.61,-3.26,20.14,74.53,19.44,4.33,4.46,511.44,-18.02,-18.02,2728,3328,-600,14294,0,13694,0,13694,기초,수도권,경기도,경기도 의왕시,간접,기타공사
207,2019,의왕도시공사,1408.68,96.01,4.15,-42.5,-11.54,-13.32,-11.11,0.01,0.02,14.55,23.32,29.36,966,3290,-2324,297,2126,-4153,3263,-7416,기초,수도권,경기도,경기도 의왕시,간접,기타공사
208,2020,의왕도시공사,1516.67,95.59,3.53,-26.58,-7.35,-11.69,-7.08,0.27,0.28,79.2,79.2,89.53,736,2625,-1889,189,2594,-4294,0,-4294,기초,수도권,경기도,경기도 의왕시,간접,기타공사
209,2011,고양도시관리공사,908.1,96,4.2,-2.1,-0.5,-0.4,-0.4,0.21,0.21,97.9,97.9,97.4,16715,17158,-443,88,0,-355,0,-355,기초,수도권,경기도,경기도 고양시,간접,기타공사
210,2012,고양도시관리공사,54.7,89.15,10.9,0,-1,-1,-0.9,0,0,0,22.6,0,0,956,-956,217,0,-739,0,-739,기초,수도권,경기도,경기도 고양시,간접,기타공사
211,2013,고양도시관리공사,52.5,84.5,18.3,-670.7,-2.9,-587.5,-2.6,0,0,15.1,15.1,14.6,330,2269,-1939,63,337,-2213,0,-2213,기초,수도권,경기도,경기도 고양시,간접,기타공사
212,2014,고양도시관리공사,35.86,85.14,17.45,0.31,0.01,21.32,0.01,0.02,0.02,100.31,100.31,127.1,1493,1175,318,27,341,4,0,4,기초,수도권,경기도,경기도 고양시,간접,기타공사
213,2015,고양도시관리공사,40.91,84.55,18.27,6.64,0.14,22.85,0.12,0,0.01,107.06,107.06,129.61,45070,44702,368,10,271,107,0,107,기초,수도권,경기도,경기도 고양시,간접,기타공사
214,2016,고양도시관리공사,37.25,85.26,17.29,0.25,0,5.16,0,0,0,100.23,100.23,10.15,49385,49309,76,170,242,4,0,4,기초,수도권,경기도,경기도 고양시,간접,기타공사
215,2017,고양도시관리공사,156.83,92.93,7.61,0.37,0.26,0.18,0.24,64.59,72.41,100.37,100.37,100.18,57847,57743,104,168,61,211,0,211,기초,수도권,경기도,경기도 고양시,간접,기타공사
216,2018,고양도시관리공사,128.09,86.91,15.07,-4.05,-3.16,-0.57,-2.84,69.99,77.88,96.12,96.12,99.43,65679,66055,-376,168,2453,-2661,0,-2661,기초,수도권,경기도,경기도 고양시,간접,기타공사
217,2019,고양도시관리공사,114.85,76.98,29.9,0.08,0.07,0.1,0.06,69.36,84.96,100.08,100.08,100.1,70540,70472,68,313,323,58,0,58,기초,수도권,경기도,경기도 고양시,간접,기타공사
218,2020,고양도시관리공사,317.44,84.21,18.76,-0.17,-0.13,-0.4,-0.11,62.54,76.93,99.83,99.83,99.6,83442,83776,-334,210,22,-146,0,-146,기초,수도권,경기도,경기도 고양시,간접,기타공사
219,2011,양양군상수도,96.79,81.85,22.18,0.44,1,0.03,0.03,0.06,0.08,100.28,100.28,70.51,3634,5040,-1406,1774,353,15,0,15,기초,비수도권,강원도,강원도 양양군,직영,상수도
220,2012,양양군상수도,87.77,84.02,19.02,-1.42,-0.11,-0.09,-0.09,0.06,0.08,99.05,99.05,71.94,3634,4988,-1354,1552,247,-49,0,-49,기초,비수도권,강원도,강원도 양양군,직영,상수도
221,2013,양양군상수도,71.47,87.22,14.66,5.08,0.38,-39.9,0.33,0.06,0.08,103.48,103.48,73.44,3813,5109,-1296,1638,159,183,0,183,기초,비수도권,강원도,강원도 양양군,직영,상수도
222,2014,양양군상수도,132.11,89.73,11.45,-11.47,-0.75,-45.54,-0.66,0.06,0.07,92.6,92.6,68.48,3481,4994,-1513,1284,152,-381,0,-381,기초,비수도권,강원도,강원도 양양군,직영,상수도
223,2015,양양군상수도,156,92,9,5,0.3,-33,0.3,0,0,104,104,74,3904,4402,-498,1427,48,881,0,881,기초,비수도권,강원도,강원도 양양군,직영,상수도
224,2016,양양군상수도,314.21,94.35,5.99,-10.41,-0.74,-29.87,-0.69,0.07,0.07,107.51,107.51,77.58,4385,5595,-1210,1653,21,422,0,422,기초,비수도권,강원도,강원도 양양군,직영,상수도
225,2017,양양군상수도,4816.275,99.85,0.15,-19.58,-1.41,-22.45,-1.37,0.07,0.07,84.95,84.95,81.67,4764,5762,-998,147,19,-870,0,-870,기초,비수도권,강원도,강원도 양양군,직영,상수도
226,2018,양양군상수도,25154.41,99.94,0.06,24.45,2.05,-17.35,2.05,0.08,0.08,119.2,119.2,83.8,6060,7015,-955,2302,0,1347,0,1347,기초,비수도권,강원도,강원도 양양군,직영,상수도
227,2019,양양군상수도,1814.79,99.43,0.57,28.59,2.37,-15.02,2.36,0.08,0.08,123.05,123.05,86.46,6234,7109,-875,2653,114,1664,0,1664,기초,비수도권,강원도,강원도 양양군,직영,상수도
228,2020,양양군상수도,3842.99,99.85,0.15,-17.28,-1.3,-18.17,-1.3,0.08,0.08,86.28,86.28,83.44,6171,7212,-1041,53,2,0,0,-990,기초,비수도권,강원도,강원도 양양군,직영,상수도
230,2012,계룡시상수도,158577.81,99.99,0.01,-5.12,-0.5,-19.2,-0.5,0.1,0.1,95.84,95.84,84.02,2895,3430,-535,393,0,-142,0,-142,기초,비수도권,충청남도,충청남도 계룡시,직영,상수도
231,2013,계룡시상수도,22095.62,99.91,0.09,16.32,4.36,16.32,4.36,0.17,0.17,130.14,130.14,117.91,5020,4229,791,490,5,1276,0,1276,기초,비수도권,충청남도,충청남도 계룡시,직영,상수도
232,2014,계룡시상수도,188449.6,99.99,0.01,20.75,3.06,9.16,3.06,0.15,0.15,122.4,122.4,110.1,4575,4164,411,521,0,932,0,932,기초,비수도권,충청남도,충청남도 계룡시,직영,상수도
233,2015,계룡시상수도,107627.35,99.97,0.03,17.35,2.3,4.33,2.3,0.13,0.13,117.79,177.79,104.49,4375,4189,186,559,0,745,0,745,기초,비수도권,충청남도,충청남도 계룡시,직영,상수도
234,2016,계룡시상수도,23930.38,99.86,0.14,14.69,1.86,0.33,1.85,0.13,0.13,114.54,114.54,100.44,4432,4417,15,628,0,643,0,643,기초,비수도권,충청남도,충청남도 계룡시,직영,상수도
235,2017,계룡시상수도,24533.02,99.85,0.15,8.54,1.08,-4.47,1.08,0.13,0.13,108.04,108.04,95.95,4652,1918,2734,144,0,2878,0,2878,기초,비수도권,충청남도,충청남도 계룡시,직영,상수도
236,2018,계룡시상수도,3989.97,99.05,0.96,14.47,1.63,-9.7,1.62,0.11,0.11,112.98,112.98,91.17,4429,1983,2446,481,0,2927,0,2927,기초,비수도권,충청남도,충청남도 계룡시,직영,상수도
237,2019,계룡시상수도,11914.39,99.74,0.26,0.08,0.01,-18.69,0.01,0.1,0.1,100.07,100.07,84.3,4027,1992,2035,273,0,2308,0,2308,기초,비수도권,충청남도,충청남도 계룡시,직영,상수도
238,2020,계룡시상수도,4745.63,99.29,0.72,-12.47,-1.09,-31.22,-1.08,0.09,0.09,90.89,90.89,75.84,3888,5044,-1156,715,21,0,0,-462,기초,비수도권,충청남도,충청남도 계룡시,직영,상수도
239,2011,증평군하수도,248.21,68.29,43.66,-117.22,-2.74,-414.89,-1.83,0.02,0.02,82.33,82.33,19.42,1166,6006,-4840,5204,1731,-1367,0,-1367,기초,비수도권,충청북도,충청북도 증평군,직영,하수도
240,2012,증평군하수도,342.22,73.62,35.83,-136.3,-2.8,-461.01,-2.01,0.01,0.02,80.57,80.57,17.83,1251,7020,-5769,5820,1757,-1706,0,-1706,기초,비수도권,충청북도,충청북도 증평군,직영,하수도
241,2013,증평군하수도,165.38,73.83,35.45,-351.11,-7.08,-434.44,-5.22,0.01,0.02,47.46,47.46,18.71,1321,7057,-5736,2867,1768,-4637,0,-4637,기초,비수도권,충청북도,충청북도 증평군,직영,하수도
242,2014,증평군하수도,66.15,73.61,35.85,-436.19,-9.14,-455.08,-6.74,0.02,0.02,35.86,35.86,18.02,1326,7358,-6032,1907,1657,-5782,0,-5782,기초,비수도권,충청북도,충청북도 증평군,직영,하수도
243,2015,증평군하수도,115.21,75.1,33.16,-391.46,-8.4,-486.71,-6.25,0.16,0.02,40.75,40.75,17.04,1344,7888,-6544,2275,994,-5263,0,-5263,기초,비수도권,충청북도,충청북도 증평군,직영,하수도
244,2016,증평군하수도,173.21,77.36,29.26,-203.71,-6.36,-274.05,-4.85,0.02,0.03,51.56,51.56,26.73,2055,7686,-5631,2401,956,-4186,0,-4186,기초,비수도권,충청북도,충청북도 증평군,직영,하수도
245,2017,증평군하수도,167.47,78.95,26.66,-168.55,-6.91,-181.44,-5.4,0.03,0.04,46.19,46.19,35.53,2842,7998,-5156,1270,904,-4790,0,-4790,기초,비수도권,충청북도,충청북도 증평군,직영,하수도
246,2018,증평군하수도,145.62,79.84,25.25,-147.53,-7.31,-130.81,-5.81,0.04,0.05,42.23,42.23,43.33,3471,8011,-4540,272,853,-5121,0,-5121,기초,비수도권,충청북도,충청북도 증평군,직영,하수도
247,2019,증평군하수도,56.29,80.9,23.62,-147,-7.41,-144.48,-5.95,0.04,0.05,45.14,45.14,40.9,3490,8533,-5043,732,820,-5131,0,-5131,기초,비수도권,충청북도,충청북도 증평군,직영,하수도
248,2020,증평군하수도,126.74,83.41,19.89,-176.49,-8.2,-159.84,-6.74,0.04,0.05,37.49,37.49,38.49,3349,8702,-5353,196,753,-5910,0,-5910,기초,비수도권,충청북도,충청북도 증평군,직영,하수도
249,2011,고양시하수도,23551.13,99.67,0.33,-200.86,-7.2,-7.2,-7.18,0.04,0.04,34.9,34.9,32.43,20945,64582,-43637,1607,40,-42070,0,-42070,기초,수도권,경기도,경기도 고양시,직영,하수도
250,2012,고양시하수도,24097.92,99.66,0.34,-193.56,-7.9,-7,-7.51,0.04,0.04,35.71,35.71,35.71,23228,69808,-46580,1746,126,-44960,0,-44960,기초,수도권,경기도,경기도 고양시,직영,하수도
